monotonic_s,ax_ms2,ay_ms2,az_ms2,gx_dps,gy_dps,gz_dps,mx_gauss,my_gauss,mz_gauss,roll_deg,pitch_deg,yaw_deg
26731.225752,0.00718,0.11844,-10.10250,-12.9850,8.9250,3.1325,-0.81896,-0.22765,1.11911,172.889,-4.762,-102.895
26731.225752,0.00837,0.12562,-10.07618,-12.9325,8.9775,3.0625,-0.81954,-0.22794,1.12230,172.889,-4.762,-102.925
26731.225752,0.00718,0.12562,-10.08096,-12.8450,8.8550,3.0625,-0.81954,-0.22794,1.12230,172.890,-4.760,-102.955
26731.225752,0.00837,0.13161,-10.08335,-12.8100,9.0125,3.0800,-0.81954,-0.22794,1.12230,172.891,-4.760,-102.985
26731.225752,0.00718,0.11964,-10.06900,-12.7575,8.9250,3.1150,-0.81954,-0.22794,1.12230,172.893,-4.760,-103.016
26731.328267,0.00718,0.13639,-10.08216,-12.7750,8.9250,3.0450,-0.81954,-0.22794,1.12230,172.894,-4.759,-103.046
26731.328267,0.01316,0.12682,-10.07378,-12.9150,8.8550,3.0800,-0.81954,-0.22794,1.12230,172.894,-4.758,-103.076
26731.328267,0.01555,0.12443,-10.10250,-12.9325,8.9775,3.0800,-0.81954,-0.22794,1.12230,172.894,-4.759,-103.106
26731.328267,0.00837,0.13400,-10.07737,-12.8275,8.9075,3.0625,-0.81954,-0.22794,1.12230,172.894,-4.758,-103.136
26731.328267,0.02154,0.11844,-10.09293,-13.0550,8.9250,3.0800,-0.81954,-0.22794,1.12230,172.894,-4.759,-103.166
26731.328267,0.01196,0.13519,-10.08814,-12.8625,8.9425,3.0100,-0.81954,-0.22794,1.12230,172.894,-4.759,-103.195
26731.328267,0.00718,0.13280,-10.07019,-12.8275,8.9775,3.1150,-0.82070,-0.22881,1.11128,172.894,-4.759,-103.226
26731.328267,0.00957,0.12802,-10.08335,-12.9675,8.9075,3.1500,-0.82070,-0.22881,1.11128,172.893,-4.759,-103.256
26731.328267,0.00598,0.12443,-10.08335,-12.8975,8.9950,3.0800,-0.82070,-0.22881,1.11128,172.894,-4.758,-103.287
26731.328267,0.01196,0.12323,-10.07378,-12.9150,8.9250,3.0625,-0.82070,-0.22881,1.11128,172.895,-4.758,-103.317
26731.427669,0.01675,0.12443,-10.07977,-12.8975,8.8900,3.0975,-0.82070,-0.22881,1.11128,172.895,-4.758,-103.347
26731.427669,0.00957,0.12921,-10.08934,-12.9850,8.9250,3.0625,-0.82070,-0.22881,1.11128,172.894,-4.758,-103.377
26731.427669,0.01196,0.12562,-10.08694,-12.9675,8.8200,3.0975,-0.82070,-0.22881,1.11128,172.894,-4.757,-103.407
26731.427669,0.00837,0.11964,-10.07618,-12.9675,8.9075,3.0625,-0.82070,-0.22881,1.11128,172.895,-4.756,-103.437
26731.427669,0.01795,0.12443,-10.07857,-12.7750,8.9600,3.1150,-0.82070,-0.22881,1.11128,172.896,-4.757,-103.468
26731.427669,0.00598,0.12323,-10.07977,-12.9325,8.9425,3.0625,-0.82070,-0.22881,1.11128,172.897,-4.756,-103.498
26731.427669,0.01196,0.12562,-10.08814,-13.0200,8.9250,3.0625,-0.82157,-0.22504,1.12578,172.896,-4.756,-103.528
26731.427669,0.00837,0.12443,-10.07737,-12.9500,8.8025,3.0800,-0.82157,-0.22504,1.12578,172.896,-4.755,-103.558
26731.427669,0.01795,0.12921,-10.07737,-12.8800,8.9950,2.9575,-0.82157,-0.22504,1.12578,172.896,-4.756,-103.587
26731.427669,0.01316,0.13161,-10.09412,-12.9150,8.9425,3.1150,-0.82157,-0.22504,1.12578,172.896,-4.756,-103.617
26731.526199,0.00957,0.13280,-10.08575,-12.9325,8.9425,3.0100,-0.82157,-0.22504,1.12578,172.895,-4.756,-103.647
26731.526199,0.00957,0.13280,-10.07618,-13.0900,8.8725,3.1150,-0.82157,-0.22504,1.12578,172.893,-4.755,-103.677
26731.526199,0.00718,0.12562,-10.07498,-12.9325,8.9600,3.0100,-0.82157,-0.22504,1.12578,172.893,-4.754,-103.706
26731.526199,0.00598,0.13041,-10.07977,-12.8800,8.9775,3.0100,-0.82157,-0.22504,1.12578,172.893,-4.754,-103.736
26731.526199,0.00598,0.12562,-10.08455,-12.9675,8.8900,3.1325,-0.82157,-0.22504,1.12578,172.893,-4.753,-103.767
26731.526199,0.00837,0.13639,-10.08216,-12.9500,8.9425,3.0275,-0.82157,-0.22504,1.12578,172.892,-4.753,-103.796
26731.526199,0.01196,0.12921,-10.08096,-12.8800,8.9250,3.0625,-0.82186,-0.22823,1.12230,172.892,-4.752,-103.826
26731.526199,0.01555,0.12802,-10.07737,-12.8975,8.9425,3.1500,-0.82186,-0.22823,1.12230,172.892,-4.753,-103.857
26731.526199,0.01795,0.12562,-10.08814,-12.8800,9.0475,2.9925,-0.82186,-0.22823,1.12230,172.893,-4.755,-103.886
26731.526199,0.02034,0.11605,-10.07378,-13.0200,9.0125,3.1675,-0.82186,-0.22823,1.12230,172.893,-4.757,-103.917
26731.635865,0.01196,0.11844,-10.08455,-12.9850,8.9250,3.1850,-0.82186,-0.22823,1.12230,172.894,-4.757,-103.948
26731.635865,0.00837,0.12323,-10.07618,-12.9325,8.9075,3.1500,-0.82186,-0.22823,1.12230,172.894,-4.756,-103.979
26731.635865,0.00957,0.12921,-10.08455,-12.8975,8.9075,3.1675,-0.82186,-0.22823,1.12230,172.895,-4.755,-104.010
26731.635865,0.00598,0.13280,-10.07977,-12.9500,8.9775,3.2200,-0.82186,-0.22823,1.12230,172.894,-4.755,-104.041
26731.635865,0.01077,0.12323,-10.08814,-12.9675,8.9775,3.1150,-0.82186,-0.22823,1.12230,172.894,-4.756,-104.072
26731.635865,0.01555,0.11964,-10.08575,-12.9675,8.9075,3.0450,-0.82186,-0.22794,1.12027,172.894,-4.756,-104.102
26731.635865,0.01436,0.12921,-10.08575,-12.8275,8.9250,3.0450,-0.82128,-0.22794,1.12027,172.895,-4.756,-104.131
26731.635865,0.00957,0.12802,-10.08814,-12.9150,8.9250,3.0100,-0.82128,-0.22794,1.12027,172.895,-4.755,-104.161
26731.635865,0.01555,0.12562,-10.08694,-12.8625,8.9250,3.0450,-0.82128,-0.22794,1.12027,172.896,-4.755,-104.191
26731.635865,0.00718,0.11844,-10.08575,-12.9150,8.8550,3.0450,-0.82128,-0.22794,1.12027,172.897,-4.754,-104.221
26731.725384,0.01555,0.11844,-10.08575,-13.0550,8.9775,3.0800,-0.82128,-0.22794,1.12027,172.897,-4.755,-104.251
26731.725384,0.00718,0.12443,-10.08575,-12.8100,8.9950,3.0800,-0.82128,-0.22794,1.12027,172.899,-4.755,-104.281
26731.725384,0.01196,0.13041,-10.08455,-12.9150,9.0300,3.0800,-0.82128,-0.22794,1.12027,172.898,-4.756,-104.311
26731.725384,0.01077,0.12562,-10.08694,-12.9850,8.9250,3.0975,-0.82128,-0.22794,1.12027,172.898,-4.755,-104.341
26731.725384,0.00837,0.12443,-10.07737,-13.0725,8.8550,3.0975,-0.82128,-0.22794,1.12027,172.897,-4.754,-104.372
26731.725384,0.01555,0.13041,-10.09771,-12.9500,8.9250,3.0975,-0.81780,-0.22620,1.11476,172.896,-4.754,-104.402
26731.725384,0.01555,0.13400,-10.08694,-12.8450,8.9425,3.1150,-0.81780,-0.22620,1.11476,172.896,-4.755,-104.432
26731.725384,0.00957,0.13519,-10.08096,-12.8625,8.8900,3.0625,-0.81780,-0.22620,1.11476,172.896,-4.754,-104.462
26731.725384,0.00598,0.13161,-10.08096,-13.1075,9.0125,3.1150,-0.81780,-0.22620,1.11476,172.894,-4.754,-104.492
26731.725384,0.00957,0.13041,-10.08934,-13.0725,8.8025,3.0800,-0.81780,-0.22620,1.11476,172.892,-4.753,-104.523
26731.825478,0.01077,0.13041,-10.08814,-13.0375,8.9600,3.0625,-0.81780,-0.22620,1.11476,172.891,-4.753,-104.553
26731.825478,0.01316,0.12682,-10.08216,-13.0025,8.9600,3.1150,-0.81780,-0.22620,1.11476,172.890,-4.753,-104.583
26731.825478,0.00957,0.12682,-10.10130,-12.9150,8.9425,3.1325,-0.81780,-0.22620,1.11476,172.891,-4.753,-104.614
26731.825478,0.00837,0.13519,-10.08335,-12.8625,8.9425,3.0800,-0.81780,-0.22620,1.11476,172.891,-4.752,-104.644
26731.825478,0.00837,0.12802,-10.09891,-12.9850,8.9425,3.0100,-0.81780,-0.22620,1.11476,172.890,-4.752,-104.673
26731.825478,0.00957,0.12921,-10.07857,-13.0900,8.9600,3.0625,-0.82302,-0.22069,1.11998,172.889,-4.752,-104.703
26731.825478,0.00957,0.12443,-10.08335,-12.8975,9.0475,3.0975,-0.82302,-0.22069,1.11998,172.889,-4.753,-104.733
26731.825478,0.00718,0.13161,-10.10489,-13.0550,9.0300,3.1325,-0.82302,-0.22069,1.11998,172.888,-4.753,-104.764
26731.825478,0.00957,0.12802,-10.08096,-12.9150,8.9425,3.0975,-0.82302,-0.22069,1.11998,172.888,-4.753,-104.794
26731.825478,0.01077,0.12562,-10.08934,-12.9500,8.9600,3.1500,-0.82302,-0.22069,1.11998,172.889,-4.753,-104.825
26731.925308,0.01316,0.12443,-10.09412,-12.9150,9.0125,3.0625,-0.82302,-0.22069,1.11998,172.889,-4.754,-104.855
26731.925308,0.01316,0.13639,-10.08575,-12.9150,8.9600,3.1325,-0.82302,-0.22069,1.11998,172.889,-4.754,-104.885
26731.925308,0.01436,0.13161,-10.08694,-13.0200,8.9075,3.0625,-0.82302,-0.22069,1.11998,172.887,-4.754,-104.915
26731.925308,0.00957,0.12682,-10.08575,-13.0900,8.9600,3.1150,-0.82302,-0.22069,1.11998,172.886,-4.754,-104.945
26731.925308,0.01436,0.12443,-10.07618,-12.8800,8.9775,3.0800,-0.82302,-0.22069,1.11998,172.887,-4.755,-104.976
26731.925308,0.01196,0.13041,-10.09412,-12.9150,9.0475,3.0450,-0.82128,-0.22127,1.11331,172.887,-4.756,-105.005
26731.925308,0.01077,0.12802,-10.08455,-12.9325,8.8900,3.0975,-0.82128,-0.22127,1.11331,172.887,-4.755,-105.036
26731.925308,0.00837,0.12682,-10.08814,-12.8800,8.9950,3.2725,-0.82128,-0.22127,1.11331,172.888,-4.755,-105.067
26731.925308,0.00598,0.12562,-10.08575,-13.0200,8.9950,3.2375,-0.82128,-0.22127,1.11331,172.888,-4.755,-105.099
26731.925308,0.00837,0.12443,-10.08096,-12.9850,8.9600,3.1675,-0.82128,-0.22127,1.11331,172.888,-4.755,-105.130
26732.031931,0.00837,0.12682,-10.09053,-12.9150,8.9075,3.1325,-0.82128,-0.22127,1.11331,172.889,-4.754,-105.161
26732.031931,0.01196,0.13400,-10.09053,-12.9150,8.9075,3.0100,-0.82128,-0.22127,1.11331,172.888,-4.754,-105.190
26732.031931,0.00598,0.13161,-10.08335,-12.9675,8.9250,3.1150,-0.82128,-0.22127,1.11331,172.888,-4.753,-105.221
26732.031931,0.00718,0.12562,-10.07977,-13.0025,8.9950,3.0625,-0.82128,-0.22127,1.11331,172.887,-4.753,-105.251
26732.031931,0.00837,0.13400,-10.08814,-13.0025,8.9775,3.0800,-0.82128,-0.22127,1.11331,172.886,-4.753,-105.281
26732.031931,0.00957,0.12562,-10.08934,-13.0550,8.8900,3.0975,-0.81925,-0.22069,1.11302,172.885,-4.752,-105.311
26732.031931,0.01196,0.12443,-10.09173,-13.0375,8.9250,3.1500,-0.81925,-0.22069,1.11302,172.885,-4.752,-105.342
26732.031931,0.00957,0.13041,-10.07977,-12.9325,8.9250,3.1675,-0.81925,-0.22069,1.11302,172.885,-4.752,-105.373
26732.031931,0.01196,0.13041,-10.08575,-12.9850,8.8375,3.0625,-0.81925,-0.22069,1.11302,172.885,-4.751,-105.403
26732.031931,0.01555,0.13400,-10.07737,-12.7750,8.8900,3.0100,-0.81925,-0.22069,1.11302,172.886,-4.751,-105.432
26732.138233,0.01196,0.13041,-10.08575,-12.8100,8.9250,3.0800,-0.81925,-0.22069,1.11302,172.887,-4.750,-105.462
26732.138233,0.00837,0.13041,-10.08694,-12.9675,8.9425,3.0975,-0.81925,-0.22069,1.11302,172.886,-4.750,-105.493
26732.138233,0.00598,0.12682,-10.08216,-12.9150,8.8550,3.0975,-0.81925,-0.22069,1.11302,172.887,-4.749,-105.523
26732.138233,0.00957,0.12443,-10.08694,-12.7400,8.9425,3.0275,-0.81925,-0.22069,1.11302,172.889,-4.748,-105.553
26732.138233,0.01795,0.11844,-10.08216,-12.8800,9.0125,3.0275,-0.81925,-0.22069,1.11302,172.891,-4.750,-105.582
26732.138233,0.00718,0.12443,-10.08335,-12.9675,8.9775,3.1500,-0.82157,-0.22272,1.11766,172.891,-4.750,-105.613
26732.138233,0.00837,0.12443,-10.07378,-12.9150,8.9250,3.1500,-0.82157,-0.22272,1.11766,172.892,-4.749,-105.644
26732.138233,0.00957,0.12203,-10.09173,-12.9850,8.9600,3.1150,-0.82157,-0.22272,1.11766,172.892,-4.749,-105.674
26732.138233,0.01675,0.12682,-10.07857,-13.0725,8.9250,3.1675,-0.82157,-0.22272,1.11766,172.891,-4.750,-105.705
26732.138233,0.00957,0.12562,-10.08455,-12.9150,8.9775,3.1150,-0.82157,-0.22272,1.11766,172.892,-4.750,-105.736
26732.244889,0.00837,0.12562,-10.08216,-12.9150,8.9250,3.0800,-0.82157,-0.22272,1.11766,172.893,-4.749,-105.766
26732.244889,0.00598,0.12682,-10.08814,-12.8800,8.7675,3.1150,-0.82157,-0.22272,1.11766,172.893,-4.747,-105.796
26732.244889,0.00837,0.12562,-10.08335,-12.9325,8.7850,3.0450,-0.82157,-0.22272,1.11766,172.894,-4.745,-105.826
26732.244889,0.01196,0.13161,-10.08455,-13.0025,8.8025,3.0275,-0.82157,-0.22272,1.11766,172.893,-4.744,-105.856
26732.244889,0.00837,0.12562,-10.09891,-13.0025,8.8900,2.9225,-0.82157,-0.22272,1.11766,172.892,-4.743,-105.885
26732.244889,0.01675,0.13280,-10.07857,-12.9850,9.0125,3.0275,-0.82215,-0.22388,1.11911,172.891,-4.744,-105.914
26732.244889,0.00957,0.12682,-10.07857,-12.8800,8.9075,3.0100,-0.82215,-0.22388,1.11911,172.892,-4.743,-105.944
26732.244889,0.00957,0.13041,-10.07737,-12.8975,8.7850,2.9750,-0.82215,-0.22388,1.11911,172.892,-4.741,-105.973
26732.244889,0.00837,0.13041,-10.07977,-12.8800,8.8375,3.0100,-0.82215,-0.22388,1.11911,172.893,-4.740,-106.002
26732.244889,0.00718,0.13280,-10.08694,-12.9150,8.9250,3.0625,-0.82215,-0.22388,1.11911,172.892,-4.739,-106.032
26732.325474,0.01316,0.13400,-10.07857,-13.0900,8.9600,3.0625,-0.82215,-0.22388,1.11911,172.890,-4.740,-106.062
26732.325474,0.00718,0.13280,-10.07977,-12.8100,8.9600,3.1325,-0.82215,-0.22388,1.11911,172.891,-4.740,-106.093
26732.325474,0.00837,0.12682,-10.07498,-12.7750,8.8025,3.0800,-0.82215,-0.22388,1.11911,172.893,-4.738,-106.123
26732.325474,0.00718,0.12921,-10.08814,-12.8275,8.8200,3.0975,-0.82215,-0.22388,1.11911,172.894,-4.737,-106.153
26732.325474,0.01077,0.12682,-10.08455,-12.7925,8.7675,3.1675,-0.82215,-0.22388,1.11911,172.896,-4.735,-106.184
26732.325474,0.00957,0.12682,-10.07498,-12.8800,8.7850,3.0625,-0.82273,-0.22272,1.11273,172.897,-4.734,-106.215
26732.325474,0.01196,0.12802,-10.07977,-12.9850,8.9075,3.0800,-0.82273,-0.22272,1.11273,172.896,-4.734,-106.245
26732.325474,0.01316,0.12921,-10.07737,-12.9500,8.8550,3.2025,-0.82273,-0.22272,1.11273,172.896,-4.733,-106.276
26732.325474,0.00837,0.12203,-10.08216,-12.8450,8.9075,3.1325,-0.82273,-0.22272,1.11273,172.898,-4.733,-106.307
26732.325474,0.00837,0.12921,-10.09173,-12.7225,9.0300,3.0450,-0.82273,-0.22272,1.11273,172.900,-4.734,-106.336
26732.426034,0.00718,0.13161,-10.08455,-12.9500,8.9950,2.9750,-0.82273,-0.22272,1.11273,172.899,-4.734,-106.365
26732.426034,0.00837,0.13639,-10.08934,-12.9150,8.9775,3.0975,-0.82273,-0.22272,1.11273,172.898,-4.734,-106.395
26732.426034,0.00837,0.13041,-10.08575,-12.8625,8.9075,3.0625,-0.82273,-0.22272,1.11273,172.899,-4.733,-106.425
26732.426034,0.01196,0.13759,-10.07737,-12.8975,8.9600,2.9925,-0.82273,-0.22272,1.11273,172.898,-4.734,-106.454
26732.426034,0.00837,0.12084,-10.09173,-12.9150,9.0475,3.1150,-0.82273,-0.22272,1.11273,172.899,-4.735,-106.485
26732.426034,0.00957,0.11964,-10.07857,-12.8100,8.9600,3.0975,-0.82273,-0.22591,1.10925,172.901,-4.735,-106.515
26732.426034,0.00718,0.11964,-10.09053,-13.0725,9.0300,3.0450,-0.82273,-0.22591,1.10925,172.901,-4.735,-106.545
26732.426034,0.01196,0.13161,-10.09412,-12.9500,8.8725,3.0625,-0.82273,-0.22591,1.10925,172.900,-4.735,-106.575
26732.426034,0.00837,0.13161,-10.08335,-12.9150,8.8550,3.1150,-0.82273,-0.22591,1.10925,172.900,-4.734,-106.605
26732.426034,0.01914,0.12562,-10.09053,-12.9150,8.9600,3.0275,-0.82273,-0.22591,1.10925,172.901,-4.735,-106.635
26732.526840,0.01914,0.13041,-10.07857,-12.8800,8.9075,3.1500,-0.82273,-0.22591,1.10925,172.901,-4.736,-106.665
26732.526840,0.01555,0.12323,-10.09412,-12.9500,8.8725,3.0975,-0.82273,-0.22591,1.10925,172.902,-4.736,-106.696
26732.526840,0.00837,0.12562,-10.07618,-13.0550,8.8900,2.9750,-0.82273,-0.22591,1.10925,172.901,-4.735,-106.725
26732.526840,0.00837,0.13041,-10.08934,-12.9850,8.7850,2.9750,-0.82273,-0.22591,1.10925,172.900,-4.733,-106.754
26732.526840,0.01077,0.13400,-10.09891,-12.8800,8.9075,3.1325,-0.82273,-0.22591,1.10925,172.900,-4.733,-106.785
26732.526840,0.00837,0.13759,-10.08694,-12.9325,8.9075,3.0800,-0.81780,-0.22504,1.11795,172.899,-4.732,-106.815
26732.526840,0.00718,0.12562,-10.08455,-12.9675,8.9250,3.0625,-0.81780,-0.22504,1.11795,172.899,-4.732,-106.845
26732.526840,0.00837,0.12323,-10.08694,-13.0900,9.0300,3.1150,-0.81780,-0.22504,1.11795,172.898,-4.733,-106.875
26732.526840,0.00598,0.12084,-10.09771,-12.9675,8.7500,3.0975,-0.81780,-0.22504,1.11795,172.899,-4.730,-106.906
26732.526840,0.00837,0.13041,-10.07019,-12.7925,8.9775,3.0100,-0.81780,-0.22504,1.11795,172.900,-4.731,-106.935
26732.626360,0.01196,0.13161,-10.07977,-12.8100,8.9775,3.1325,-0.81780,-0.22504,1.11795,172.901,-4.731,-106.965
26732.626360,0.01316,0.13400,-10.07618,-12.8800,8.8550,3.1500,-0.81780,-0.22504,1.11795,172.901,-4.731,-106.996
26732.626360,0.01795,0.12802,-10.08814,-13.0025,8.8025,3.0450,-0.81780,-0.22504,1.11795,172.900,-4.730,-107.026
26732.626360,0.00479,0.13041,-10.09293,-12.9675,8.9775,3.0800,-0.81780,-0.22504,1.11795,172.899,-4.730,-107.056
26732.626360,0.00598,0.12323,-10.08694,-12.9325,9.1000,2.9925,-0.81780,-0.22504,1.11795,172.900,-4.731,-107.085
26732.626360,0.00598,0.12323,-10.08934,-12.9675,9.0300,2.9575,-0.82476,-0.22446,1.11418,172.900,-4.732,-107.114
26732.626360,0.00598,0.13878,-10.08335,-12.8625,8.9425,3.0450,-0.82476,-0.22446,1.11418,172.900,-4.731,-107.144
26732.626360,0.01077,0.13878,-10.08694,-12.8975,8.8025,3.0625,-0.82476,-0.22446,1.11418,172.899,-4.730,-107.174
26732.626360,0.01795,0.12921,-10.08455,-13.0025,8.8550,2.9925,-0.82476,-0.22446,1.11418,172.898,-4.730,-107.203
26732.626360,0.01675,0.12562,-10.08335,-12.9500,8.8900,2.9750,-0.82476,-0.22446,1.11418,172.898,-4.730,-107.232
26732.751797,0.02034,0.11964,-10.08096,-12.8625,8.9600,3.0275,-0.82476,-0.22446,1.11418,172.900,-4.731,-107.262
26732.751797,0.00837,0.12682,-10.07737,-12.8100,8.9775,3.1150,-0.82476,-0.22446,1.11418,172.902,-4.732,-107.292
26732.751797,0.00837,0.13161,-10.08216,-12.9675,8.9250,3.0800,-0.82476,-0.22446,1.11418,172.901,-4.731,-107.322
26732.751797,0.00718,0.12921,-10.08575,-12.9675,8.8725,3.0625,-0.82476,-0.22446,1.11418,172.901,-4.730,-107.352
26732.751797,0.00598,0.13519,-10.08814,-12.8625,8.9775,3.0625,-0.82476,-0.22446,1.11418,172.901,-4.730,-107.382
26732.751797,0.00837,0.12921,-10.08934,-12.8975,8.8375,3.1150,-0.81867,-0.22968,1.11563,172.901,-4.729,-107.412
26732.751797,0.00718,0.12921,-10.09412,-12.9150,8.7500,3.0800,-0.81867,-0.22968,1.11563,172.901,-4.727,-107.443
26732.751797,0.00718,0.13161,-10.08096,-12.8450,8.8200,3.0625,-0.81867,-0.22968,1.11563,172.902,-4.725,-107.473
26732.751797,0.01914,0.13041,-10.08814,-12.8100,8.9600,3.1675,-0.81867,-0.22968,1.11563,172.903,-4.727,-107.504
26732.751797,0.01077,0.13280,-10.08455,-12.9675,8.9775,3.1150,-0.81867,-0.22968,1.11563,172.902,-4.728,-107.534
26732.825123,0.00837,0.12443,-10.09173,-12.9500,9.0300,3.0975,-0.81867,-0.22968,1.11563,172.903,-4.728,-107.564
26732.825123,0.00957,0.13161,-10.07857,-13.1250,8.9600,3.1150,-0.81867,-0.22968,1.11563,172.900,-4.729,-107.594
26732.825123,0.01675,0.12921,-10.09532,-12.8975,8.9250,3.1150,-0.81867,-0.22968,1.11563,172.901,-4.729,-107.625
26732.825123,0.00957,0.12802,-10.08934,-12.8100,8.8550,3.1150,-0.81867,-0.22968,1.11563,172.902,-4.728,-107.655
26732.825123,0.01077,0.12682,-10.08575,-13.0200,8.9425,3.1325,-0.81867,-0.22968,1.11563,172.902,-4.729,-107.686
26732.825123,0.01196,0.12682,-10.08814,-13.0200,8.9250,3.0450,-0.82360,-0.22417,1.10867,172.901,-4.729,-107.716
26732.825123,0.01196,0.13759,-10.07498,-12.9500,8.9250,3.0625,-0.82360,-0.22417,1.10867,172.900,-4.729,-107.746
26732.825123,0.01196,0.13639,-10.09053,-12.8625,8.8900,3.0800,-0.82360,-0.22417,1.10867,172.900,-4.728,-107.776
26732.825123,0.00479,0.13041,-10.08335,-12.9500,8.9600,3.0975,-0.82360,-0.22417,1.10867,172.900,-4.728,-107.806
26732.825123,0.00957,0.12802,-10.09771,-13.0200,8.8900,3.0450,-0.82360,-0.22417,1.10867,172.899,-4.728,-107.836
26732.928730,0.00718,0.13041,-10.07019,-12.8275,8.8900,3.0100,-0.82360,-0.22417,1.10867,172.900,-4.727,-107.865
26732.928730,0.01077,0.12802,-10.08694,-12.9850,8.9775,3.0450,-0.82360,-0.22417,1.10867,172.899,-4.727,-107.895
26732.928730,0.01555,0.12323,-10.08694,-13.0375,9.0300,3.1150,-0.82360,-0.22417,1.10867,172.899,-4.729,-107.925
26732.928730,0.01077,0.12682,-10.07259,-12.9675,8.9775,3.0975,-0.82360,-0.22417,1.10867,172.899,-4.729,-107.955
26732.928730,0.00718,0.12443,-10.08694,-13.0200,8.9775,3.0975,-0.82360,-0.22417,1.10867,172.899,-4.729,-107.985
26732.928730,0.01196,0.13400,-10.08096,-12.9325,8.9775,3.0800,-0.81809,-0.22127,1.11476,172.898,-4.730,-108.015
26732.928730,0.01077,0.12562,-10.08575,-13.0025,8.9075,3.0450,-0.81809,-0.22127,1.11476,172.898,-4.730,-108.045
26732.928730,0.00718,0.12682,-10.08335,-13.0025,8.9075,3.0625,-0.81809,-0.22127,1.11476,172.898,-4.729,-108.075
26732.928730,0.00598,0.12921,-10.08096,-12.9850,8.8900,3.0975,-0.81809,-0.22127,1.11476,172.897,-4.728,-108.106
26732.928730,0.00598,0.12323,-10.09053,-13.0200,8.8900,3.1150,-0.81809,-0.22127,1.11476,172.897,-4.727,-108.136
26733.026149,0.01077,0.12682,-10.07857,-13.0375,8.9075,3.0275,-0.81809,-0.22127,1.11476,172.897,-4.727,-108.166
26733.026149,0.00837,0.12682,-10.10369,-13.0725,9.0300,3.0975,-0.81809,-0.22127,1.11476,172.896,-4.728,-108.196
26733.026149,0.01196,0.13161,-10.07259,-12.8450,8.8900,3.0800,-0.81809,-0.22127,1.11476,172.897,-4.727,-108.226
26733.026149,0.00718,0.12323,-10.08335,-13.0375,8.9250,3.1150,-0.81809,-0.22127,1.11476,172.896,-4.727,-108.256
26733.026149,0.01914,0.12203,-10.08575,-13.0025,8.9425,3.0975,-0.81809,-0.22127,1.11476,172.897,-4.728,-108.287
26733.026149,0.00837,0.12203,-10.08934,-12.8450,9.0125,3.1500,-0.81780,-0.22504,1.11563,172.899,-4.729,-108.317
26733.026149,0.01316,0.12443,-10.08455,-12.9850,8.9600,3.0450,-0.81780,-0.22504,1.11563,172.899,-4.729,-108.347
26733.026149,0.00837,0.13161,-10.07737,-12.9325,8.9250,3.0450,-0.81780,-0.22504,1.11563,172.899,-4.729,-108.377
26733.026149,0.01077,0.13759,-10.08335,-12.9150,9.0300,3.1325,-0.81780,-0.22504,1.11563,172.898,-4.730,-108.407
26733.026149,0.01077,0.13161,-10.07977,-12.8450,9.1700,3.1850,-0.81780,-0.22504,1.11563,172.899,-4.732,-108.438
